RANK,NAME,EVENT,SG:T,SG:T2G,SG:P,SG:OTT,SG:APP,SG:ARG
6,Graeme McDowell,rsm,7.648,5.447,2.201,-0.641,6.116,-0.028
7,Scott Brown,rsm,5.648,4.064,1.584,1.6,3.199,-0.735
8,Mark Wilson,rsm,6.692,1.773,4.919,-1.768,3.697,-0.156
9,Alex Cejka,rsm,2.648,3.752,-1.104,-0.695,3.565,0.882
9,Matt Kuchar,rsm,3.692,0.006,3.686,-0.067,0.151,-0.078
11,Sean O'Hair,rsm,1.648,2.569,-0.921,0.695,1.033,0.841
12,Charles Howell III,rsm,4.648,1.644,3.004,2.461,-1.527,0.71
13,Chad Campbell,rsm,5.648,5.921,-0.273,2.317,2.786,0.818
14,Jon Curran,rsm,7.648,0.234,7.414,-1.957,0.621,1.57
15,Lucas Glover,rsm,5.648,5.261,0.387,2.117,1.959,1.185
16,Scott Stallings,rsm,2.692,3.563,-0.871,0.202,3.301,0.06
17,Davis Love III,rsm,1.648,0.82,0.828,0.98,-0.304,0.144
18,Jason Dufner,rsm,3.692,4.617,-0.925,2.622,-0.745,2.74
19,Jhonattan Vegas,rsm,2.692,2.692,0,2.2,0.393,0.099
20,John Huh,rsm,3.648,-1.756,5.404,-0.686,2.27,-3.34
21,Robert Streb,rsm,4.692,2.051,2.641,-2.481,3.36,1.172
22,Brian Stuard,rsm,2.692,4.866,-2.174,0.614,3.575,0.677
23,Trey Mullinax,rsm,2.648,-0.441,3.089,1.94,0.229,-2.61
24,Jeff Overton,rsm,7.648,0.388,7.26,-0.114,0.263,0.239
24,Jamie Lovemark,rsm,5.692,7.429,-1.737,2.805,3.405,1.219
26,David Hearn,rsm,6.648,4.187,2.461,0.276,0.581,3.33
26,Jim Herman,rsm,1.692,3.59,-1.898,4.699,-1.814,0.705
28,Freddie Jacobson,rsm,3.648,1.461,2.187,-0.08,1.826,-0.285
29,Tom Hoge,rsm,8.648,4.882,3.766,1.629,2.07,1.183
30,Kyle Reifers,rsm,-0.352,1.413,-1.765,1.563,0.625,-0.775
31,Roberto Castro,rsm,-0.352,-0.505,0.153,0.593,-2.386,1.288
32,Tyler Aldridge,rsm,3.692,1.698,1.994,-2.214,3.096,0.816
32,Jonathan Byrd,rsm,-0.308,0.785,-1.093,-0.732,1.648,-0.131
34,Smylie Kaufman,rsm,1.648,0.925,0.723,2.648,-1.159,-0.564
35,Cameron Percy,rsm,0.648,2.763,-2.115,1.255,1.633,-0.125
36,Chez Reavie,rsm,1.692,4.03,-2.338,2.756,1.835,-0.561
36,Mark Hubbard,rsm,3.692,5.409,-1.717,1.396,3.464,0.549
38,Brendon de Jonge,rsm,0.692,2.832,-2.14,1.492,2.048,-0.708
39,Johnson Wagner,rsm,3.648,-0.552,4.2,-0.161,0.021,-0.412
40,Boo Weekley,rsm,7.692,5.71,1.982,2.301,2.164,1.245
41,Ricky Barnes,rsm,2.692,1.642,1.05,-1.681,3.986,-0.663
42,Chris Kirk,rsm,3.692,4.12,-0.428,0.464,2.629,1.027
43,Vijay Singh,rsm,0.648,0.16,0.488,-1.657,1.268,0.549
44,Patrick Rodgers,rsm,3.692,2.731,0.961,0.741,0.35,1.64
45,Michael Kim,rsm,-3.352,-0.315,-3.037,-0.632,1.223,-0.906
46,D.A. Points,rsm,-0.308,-3.472,3.164,0.388,-2.077,-1.783
47,Andres Gonzales,rsm,-2.352,-5.653,3.301,-0.667,-1.84,-3.146
48,Rob Oppenheim,rsm,1.648,1.698,-0.05,0.67,-2.746,3.774
49,Hiroshi Iwata,rsm,-0.308,0.246,-0.554,0.208,-0.164,0.202
50,Thomas Aiken,rsm,1.648,1.243,0.405,2.226,-0.506,-0.477
51,Justin Thomas,rsm,-0.352,-0.933,0.581,-1.77,2.264,-1.427
52,Kyle Stanley,rsm,-0.308,-1.055,0.747,-1.423,-0.684,1.052
52,David Lingmerth,rsm,0.648,2.51,-1.862,2.256,0.435,-0.181
54,Matt Atkins,rsm,-0.308,-0.936,0.628,-0.766,-0.528,0.358
55,Scott Langley,rsm,3.692,-0.199,3.891,1.541,-4.741,3.001
56,Jason Gore,rsm,-3.352,0.415,-3.767,2.821,0.029,-2.435
57,Fabián Gómez,rsm,-0.352,1.455,-1.807,0.866,-0.422,1.011
58,Zac Blair,rsm,2.648,0.328,2.32,-0.842,-0.532,1.702
59,Rhein Gibson,rsm,1.692,5.301,-3.609,-0.707,5.136,0.872
60,Stuart Appleby,rsm,-0.352,-0.497,0.145,-0.852,-0.901,1.256
61,Bill Haas,rsm,2.648,2.451,0.197,1.693,-0.495,1.253
62,Harold Varner III,rsm,0.648,0.235,0.413,-3.625,2.396,1.464
63,Stewart Cink,rsm,-3.308,-2.894,-0.414,0.378,-1.806,-1.466
64,Dawie van der Walt,rsm,-0.308,-0.66,0.352,-1.409,1.194,-0.445
65,Tim Wilkinson,rsm,3.692,4.713,-1.021,1.904,2.069,0.74
65,K.J. Choi,rsm,0.648,0.441,0.207,1.345,0.522,-1.426
67,Steve Marino,rsm,-2.308,-2.137,-0.171,-0.226,-2.158,0.247
67,Lucas Lee,rsm,-1.352,-2.515,1.163,0.036,-2.186,-0.365
69,Tim Herron,rsm,0.692,-0.884,1.576,1.024,0.232,-2.14
70,Scott Pinckney,rsm,-1.308,-0.383,-0.925,3.031,-1.956,-1.458
70,Brett Stegmaier,rsm,-5.308,-5.058,-0.25,-2.544,-3.482,0.968
72,Mark Hensby,rsm,-8.352,-7.431,-0.921,-1.002,-4.602,-1.827
73,Derek Fathauer,rsm,-5.308,-0.758,-4.55,0.701,-2.116,0.657
74,Tim Petrovic,rsm,-1.352,-0.92,-0.432,-1.194,-1.592,1.866
1,Jordan Spieth,sentrytoc,17.219,9.583,7.635,2.626,3.365,3.592
2,Brooks Koepka,sentrytoc,8.219,4.753,3.465,3.011,2.338,-0.596
3,Rickie Fowler,sentrytoc,7.219,7.075,0.143,3.181,1.973,1.921
3,Padraig Harrington,sentrytoc,4.219,5.097,-0.878,0.865,1.709,2.522
5,Brandt Snedeker,sentrytoc,8.219,3.508,4.711,-0.009,3.818,-0.302
6,Patrick Reed,sentrytoc,9.219,6.841,2.377,2.124,2.328,2.389
7,Fabián Gómez,sentrytoc,4.219,6.205,-1.986,2.416,4.191,-0.403
8,Jimmy Walker,sentrytoc,2.219,2.767,-0.548,-1.119,1.037,2.848
9,Kevin Kisner,sentrytoc,3.219,-1.157,4.376,1.196,-1.113,-1.241
10,Smylie Kaufman,sentrytoc,1.219,2.102,-0.884,-0.378,1.83,0.65
11,Jason Day,sentrytoc,2.219,-1.965,4.183,1.248,-3.596,0.383
12,Danny Lee,sentrytoc,1.219,2.147,-0.929,0.824,1.371,-0.048
12,David Lingmerth,sentrytoc,1.219,-0.504,1.722,1.083,-3.675,2.088
14,Bubba Watson,sentrytoc,2.219,7.779,-5.56,7.644,-0.159,0.293
14,Steven Bowditch,sentrytoc,2.219,-2.158,4.377,1,-3.8,0.641
16,Dustin Johnson,sentrytoc,2.219,6.43,-4.212,7.937,-3.092,1.585
17,Zach Johnson,sentrytoc,-1.781,-2.678,0.897,-3.546,1.677,-0.81
18,Peter Malnati,sentrytoc,4.219,1.231,2.988,-4.207,5.287,0.15
19,Emiliano Grillo,sentrytoc,-0.781,-0.974,0.193,0.64,1.28,-2.895
20,Troy Merritt,sentrytoc,-0.781,-1.975,1.193,-2.535,3.136,-2.576
21,Justin Thomas,sentrytoc,-1.781,2.041,-3.823,0.973,3.939,-2.871
22,Russell Knox,sentrytoc,-4.781,-3.021,-1.76,-3.883,1.443,-0.582
23,J.B. Holmes,sentrytoc,-3.781,-1.385,-2.396,3.937,-4.266,-1.057
24,Chris Kirk,sentrytoc,-3.781,1.442,-5.224,-3.308,4.211,0.539
25,Scott Piercy,sentrytoc,-3.781,-6.846,3.064,-0.511,-1.497,-4.838
26,Matt Every,sentrytoc,-7.781,-10.196,2.414,-2.595,-6.986,-0.615
27,Davis Love III,sentrytoc,-8.781,-3.749,-5.033,-0.676,-2.689,-0.384
28,Bill Haas,sentrytoc,-0.781,0.857,-1.639,1.728,-0.765,-0.106
29,Graeme McDowell,sentrytoc,-8.781,-5.644,-3.138,-3.166,-2.698,0.22
29,Alex Cejka,sentrytoc,-1.781,-3.812,2.03,-5.109,2.36,-1.063
31,J.J. Henry,sentrytoc,-15.781,-12.313,-3.469,-1.634,-10.033,-0.646
32,James Hahn,sentrytoc,-15.781,-11.483,-4.299,-9.771,-2.935,1.223
1,Kevin Kisner,sonyopen,8.734,5.732,3.002,5.224,0.808,-0.3
2,Greg Owen,sonyopen,8.734,11.904,-3.17,3.16,6.953,1.791
3,Graham DeLaet,sonyopen,7.734,5.239,2.495,1.898,4.167,-0.826
4,Fabián Gómez,sonyopen,13.734,8.116,5.618,-0.719,6.776,2.059
4,Hudson Swafford,sonyopen,6.734,4.229,2.505,3.33,1.251,-0.352
6,Sean O'Hair,sonyopen,2.734,-2.141,4.875,-1.072,-2.406,1.337
7,Si Woo Kim,sonyopen,9.734,6.589,3.145,2.685,-2.489,6.393
8,Brandt Snedeker,sonyopen,13.734,11.098,2.636,3.183,4.39,3.525
9,Webb Simpson,sonyopen,5.734,9.966,-4.232,1.635,5.199,3.132
9,Morgan Hoffmann,sonyopen,5.734,4.057,1.677,1.533,1.985,0.539
11,Jamie Lovemark,sonyopen,7.734,5.5,2.234,3.695,-0.213,2.018
11,Matt Kuchar,sonyopen,5.734,1.692,4.042,1.668,-0.58,0.604
13,Emiliano Grillo,sonyopen,3.734,3.976,-0.242,1.519,1.116,1.341
14,Harold Varner III,sonyopen,5.734,1.084,4.65,3.926,-3.162,0.32
15,Scott Piercy,sonyopen,5.734,3.296,2.438,2.381,2.212,-1.297
16,Kyle Reifers,sonyopen,3.734,2.4,1.334,0.535,2.084,-0.219
17,Charles Howell III,sonyopen,5.734,7.01,-1.276,5.242,0.076,1.692
18,Ryan Palmer,sonyopen,5.734,6.175,-0.441,2.061,1.4,2.714
19,Brian Harman,sonyopen,5.734,0.843,4.891,0.454,-0.892,1.281
19,Gary Woodland,sonyopen,5.734,11.149,-5.415,4.527,4.617,2.005
21,Zac Blair,sonyopen,12.734,6.193,6.541,0.803,2.619,2.771
21,John Huh,sonyopen,3.734,1.505,2.229,-1.132,2.357,0.28
23,Jason Dufner,sonyopen,6.734,8.596,-1.862,2.374,5.93,0.292
24,Zach Johnson,sonyopen,6.734,5.617,1.117,0.155,5.18,0.282
25,Seung-Yul Noh,sonyopen,4.734,0.219,4.515,-3.755,1.532,2.442
25,Kyle Stanley,sonyopen,5.734,5.581,0.153,2.128,5.317,-1.864
27,Danny Lee,sonyopen,3.734,0.414,3.32,1.368,-1.202,0.248
28,Thomas Aiken,sonyopen,0.734,-3.889,4.623,1.43,-1.475,-3.844
29,Nick Mason,sonyopen,2.734,0.195,2.539,1.678,2.585,-4.068
30,Mark Hubbard,sonyopen,0.734,0.378,0.356,-0.762,2.521,-1.381
31,Kevin Na,sonyopen,4.734,3.032,1.702,-2.473,4.865,0.64
32,Daisuke Kataoka,sonyopen,3.734,3.007,0.727,1.938,-0.986,2.055
33,Robert Garrigus,sonyopen,3.734,7.912,-4.178,0.867,5.497,1.548
34,Jeff Overton,sonyopen,3.734,2.439,1.295,-1.318,3.947,-0.19
35,David Lingmerth,sonyopen,5.734,4.685,1.049,2.026,2.51,0.149
35,Jerry Kelly,sonyopen,6.734,4.529,2.205,-0.24,1.573,3.196
37,Jimmy Walker,sonyopen,5.734,6.238,-0.504,5.228,-0.548,1.558
38,Tim Clark,sonyopen,5.734,0.933,4.801,0.118,1.101,-0.286
39,K.J. Choi,sonyopen,1.734,0.478,1.256,-2.241,1.686,1.033
40,Marc Leishman,sonyopen,4.734,4.436,0.298,2.429,-0.197,2.204
41,Brendon de Jonge,sonyopen,3.734,2.508,1.226,0.916,0.599,0.993
41,Daniel Berger,sonyopen,2.734,4.169,-1.435,3.811,-0.016,0.374
43,Fred Funk,sonyopen,2.734,-0.263,2.997,-2.83,1.444,1.123
43,James Hahn,sonyopen,4.734,7.557,-2.823,1.689,5.066,0.802
45,Luke Donald,sonyopen,4.734,2.555,2.179,-3.792,4.499,1.848
46,Daniel Summerhays,sonyopen,5.734,5.498,0.236,2.321,4.619,-1.442
47,William McGirt,sonyopen,5.734,2.513,3.221,-1.224,4.532,-0.795
48,John Senden,sonyopen,2.734,0.68,2.054,1.459,0.955,-1.734
49,Adam Hadwin,sonyopen,-1.266,-3.772,2.506,2.933,-5.175,-1.53
50,Francesco Molinari,sonyopen,3.734,-2.384,6.118,-3.036,-1.134,1.786
51,Lucas Glover,sonyopen,1.734,-0.816,2.55,1.71,-0.616,-1.91
52,Adam Scott,sonyopen,0.734,3.723,-2.989,1.421,5.713,-3.411
53,Harris English,sonyopen,0.734,8.141,-7.407,3.23,1.511,3.4
54,Shane Bertsch,sonyopen,2.734,-1.053,3.787,1.263,-2.346,0.03
55,Spencer Levin,sonyopen,0.734,4.894,-4.16,0.615,4.806,-0.527
56,Steve Stricker,sonyopen,-0.266,-7.729,7.463,-4.999,1.059,-3.789
57,Stewart Cink,sonyopen,2.734,4.281,-1.547,1.489,2.683,0.109
58,Jason Gore,sonyopen,-2.266,-5.16,2.894,-1.561,-2.489,-1.11
59,Ben Martin,sonyopen,1.734,-3.116,4.85,-2.697,2.531,-2.95
60,Tim Wilkinson,sonyopen,1.734,0.461,1.273,0.741,-0.653,0.373
61,Vijay Singh,sonyopen,1.734,-1.851,3.585,0.228,-4.158,2.079
62,Ricky Barnes,sonyopen,0.734,-5.318,6.052,-3.836,-1.712,0.23
63,Chad Campbell,sonyopen,-1.266,-2.33,1.064,-3.038,-0.811,1.519
64,Tony Finau,sonyopen,-0.266,1.419,-1.685,1.394,1.715,-1.69
65,Michael Thompson,sonyopen,0.734,7.201,-6.467,2.544,3.93,0.727
66,Yusaku Miyazato,sonyopen,-2.266,-3.819,1.553,-0.955,-2.401,-0.463
67,Steve Wheatcroft,sonyopen,-1.266,-4.347,3.081,-1.436,-1.084,-1.827
68,Nick Taylor,sonyopen,-5.266,-6.075,0.809,1.703,-5.486,-2.292
69,Chez Reavie,sonyopen,2.734,3.488,-0.754,2.29,2.965,-1.767
70,Tyrone Van Aswegen,sonyopen,-0.266,-0.936,0.67,-4.502,3.421,0.145
70,Shawn Stefani,sonyopen,1.734,2.193,-0.459,-0.577,0.147,2.623
72,Padraig Harrington,sonyopen,0.734,3.599,-2.865,-1.781,2.075,3.305
73,Hideto Tanihara,sonyopen,-3.266,-0.889,-2.377,0.93,-4.181,2.362
74,J.J. Henry,sonyopen,-2.266,-1.582,-0.684,0.896,-1.919,-0.559
1,David Lingmerth,amexpress,9.441,5.604,3.838,2.54,5.581,-2.518
2,Adam Hadwin,amexpress,4.441,1.759,2.683,1.666,0.262,-0.17
3,Andrew Loupe,amexpress,6.83,1.697,5.133,-1.539,2.389,0.847
4,Jamie Lovemark,amexpress,3.287,-0.963,4.25,-0.413,-3.086,2.537
5,Ryan Palmer,amexpress,2.441,0.718,1.724,3.056,-1.052,-1.287
6,Charles Howell III,amexpress,4.83,4.992,-0.162,3.524,1.197,0.271
7,Brian Harman,amexpress,4.287,4.89,-0.603,2.986,1.509,0.396
8,Jason Dufner,amexpress,5.83,2.876,2.954,0.599,0.302,1.975
9,Bud Cauley,amexpress,2.441,1.605,0.837,0.975,-3.729,4.358
10,Martin Piller,amexpress,6.441,4.559,1.883,1.592,0.503,2.463
11,Lucas Glover,amexpress,-0.17,3.096,-3.266,1.409,-0.201,1.888
12,Smylie Kaufman,amexpress,4.83,0.648,4.182,1.004,1.628,-1.984
13,Bill Haas,amexpress,4.287,0.977,3.31,0.965,0.979,-0.966
13,Jason Gore,amexpress,1.287,-2.323,3.61,0.39,-0.848,-1.864
13,Phil Mickelson,amexpress,7.287,6.378,0.909,2.205,1.87,2.304
16,Kyle Reifers,amexpress,-1.559,-1.427,-0.131,1.844,-3.152,-0.12
16,Kevin Na,amexpress,3.441,2.25,1.192,-0.693,1.892,1.05
18,Mark Hubbard,amexpress,3.83,1.471,2.359,0.265,2.471,-1.265
19,Michael Thompson,amexpress,0.287,-1.932,2.219,-1.983,-2.961,3.013
20,Brendan Steele,amexpress,-0.713,1.37,-2.083,-0.492,1.77,0.093
21,Matt Jones,amexpress,1.441,4.829,-3.387,2.502,1.278,1.048
21,Luke List,amexpress,6.83,6.876,-0.046,-0.228,7.252,-0.148
23,Anirban Lahiri,amexpress,-0.713,-1.302,0.589,1.021,-1.691,-0.631
24,Si Woo Kim,amexpress,8.441,5.922,2.52,1.682,4.143,0.096
25,Chez Reavie,amexpress,3.83,4.443,-0.613,1.079,1.438,1.926
26,Patton Kizzire,amexpress,3.287,2.903,0.384,-0.823,2.546,1.181
27,Webb Simpson,amexpress,6.83,4.789,2.041,0.242,5.762,-1.215
28,Scott Pinckney,amexpress,4.441,4.739,-0.297,1.556,4.12,-0.938
29,Russell Henley,amexpress,1.441,-1.399,2.841,0.52,-1.557,-0.363
30,Seung-Yul Noh,amexpress,1.83,0.83,1,-1.131,1.667,0.294
31,Ben Crane,amexpress,3.287,0.105,3.182,0.429,-0.593,0.27
32,Bryce Molder,amexpress,4.287,1.419,2.868,-0.45,0.445,1.425
33,Robert Garrigus,amexpress,2.83,4.111,-1.281,0.579,2.822,0.71
34,Brett Stegmaier,amexpress,0.83,3.025,-2.195,1.771,0.486,0.768
35,John Huh,amexpress,1.287,3.656,-2.369,0.722,1.788,1.147
35,Martin Laird,amexpress,1.441,1.895,-0.453,-0.046,0.035,1.905
37,Jonas Blixt,amexpress,5.287,4.552,0.735,0.977,2.945,0.631
37,Cameron Tringale,amexpress,6.441,-0.273,6.715,0.597,0.687,-1.558
39,Kevin Streelman,amexpress,4.83,5.195,-0.365,2.63,4.864,-2.299
40,Hudson Swafford,amexpress,-0.17,-0.488,0.318,0.821,-0.028,-1.281
40,Jim Herman,amexpress,-1.559,-0.152,-1.406,0.57,-0.093,-0.63
42,Blayne Barber,amexpress,2.287,-1.491,3.778,-1.384,1.302,-1.408
43,Colt Knost,amexpress,0.83,1.058,-0.228,-1.09,1.28,0.868
44,Ben Martin,amexpress,0.83,0.773,0.057,-1.191,0.826,1.138
45,Daniel Summerhays,amexpress,-1.559,-1.817,0.259,0.286,1.805,-3.909
46,Ricky Barnes,amexpress,2.287,-1.232,3.519,-3.504,2.233,0.04
47,Alex Cejka,amexpress,-2.17,1.054,-3.224,0.453,1.746,-1.145
47,Sean O'Hair,amexpress,3.441,0.985,2.457,1.309,-0.025,-0.3
49,Ángel Cabrera,amexpress,-1.713,-1.184,-0.529,0.178,0.494,-1.855
50,Matt Kuchar,amexpress,-1.713,-0.736,-0.977,0.02,0.219,-0.974
51,Mark Wilson,amexpress,-2.559,-1.828,-0.73,-0.811,-2.075,1.057
52,Francesco Molinari,amexpress,-3.713,-2.23,-1.483,1.95,-2.869,-1.31
53,Jerry Kelly,amexpress,-0.713,-0.138,-0.575,0.477,0.013,-0.627
54,Graham DeLaet,amexpress,0.83,1.533,-0.703,0.021,2.277,-0.765
55,Roberto Castro,amexpress,2.287,3.485,-1.198,1.403,0.641,1.442
55,Derek Ernst,amexpress,-6.559,-3.68,-2.878,-0.24,-4.235,0.794
57,Rod Pampling,amexpress,-0.559,1.057,-1.615,0.119,-0.241,1.178
58,Bronson Burgoon,amexpress,7.287,3.436,3.851,-0.616,4.719,-0.666
59,Tim Wilkinson,amexpress,-0.17,-3.423,3.253,0.572,-3.669,-0.326
60,Chris Stroud,amexpress,1.83,-0.818,2.648,-2.168,1.929,-0.579
61,Dicky Pride,amexpress,-1.17,1.007,-2.177,0.303,-1.443,2.147
62,Aaron Baddeley,amexpress,1.83,5.161,-3.331,0.143,4.48,0.538
62,Kevin Chappell,amexpress,-0.713,0.348,-1.061,-0.802,3.739,-2.588
64,Wes Roach,amexpress,1.83,1.097,0.733,0.386,0.766,-0.055
65,Michael Kim,amexpress,-5.713,-2.783,-2.93,0.308,-2.985,-0.105
66,Patrick Reed,amexpress,1.287,3.249,-1.962,0.185,1.571,1.494
67,Freddie Jacobson,amexpress,-3.559,-5.586,2.028,-2.299,-3.189,-0.099
68,Jeff Overton,amexpress,-3.17,-4.72,1.55,-0.996,-3.564,-0.16
69,Dawie van der Walt,amexpress,1.287,-1.721,3.008,0.155,-0.753,-1.122
70,D.A. Points,amexpress,-6.17,-4.813,-1.357,-1.761,-5.867,2.815
1,Kevin Streelman,farmers,9.524,4.61,4.915,2.773,5.551,0.666
2,Jason Kokrak,farmers,0.524,2.018,-1.493,2.473,2.236,-5.195
3,Hudson Swafford,farmers,7.524,2.57,4.955,9.767,5.724,2.05
3,K.J. Choi,farmers,8.524,8.064,0.461,12.362,11.47,1.058
5,Gary Woodland,farmers,2.844,2.854,-0.01,14.611,5.796,1.137
6,Ben Crane,farmers,1.524,0.288,1.237,5.914,12.093,-1.969
7,John Huh,farmers,6.844,4.461,2.383,10.043,7.598,-1.317
7,Dustin Johnson,farmers,0.524,2.438,-1.913,2.578,-0.99,-1.306
9,Brandt Snedeker,farmers,12.524,7.538,4.987,-7.505,1.659,2.264
10,Aaron Baddeley,farmers,6.524,2.615,3.91,2.664,-0.373,0.624
11,Bud Cauley,farmers,2.524,3.5,-0.975,-6.852,-1.035,0.267
12,Jimmy Walker,farmers,10.524,7.11,3.415,11.819,12.568,3.171
13,Freddie Jacobson,farmers,8.524,4.097,4.428,7.512,6.552,3.149
14,J.B. Holmes,farmers,8.844,7.343,1.501,5.25,4.774,4.086
15,Colt Knost,farmers,5.844,5.397,0.447,-9.082,4.239,1.677
16,Martin Laird,farmers,5.524,7.237,-1.712,3.099,6.805,0.157
17,Matt Jones,farmers,3.844,4.362,-0.518,-1.759,0.262,1.778
18,Patton Kizzire,farmers,4.844,5.022,-0.178,-2.686,-0.457,5.01
19,Kyle Stanley,farmers,6.524,3.109,3.416,-2.24,3.842,-2.131
20,Jonas Blixt,farmers,4.524,0.881,3.644,13.201,4.355,-1.119
21,Shane Lowry,farmers,7.844,5.523,2.321,-6.534,-2.005,2.943
22,Jhonattan Vegas,farmers,3.524,5.674,-2.149,11.354,5.846,1.34
23,Billy Horschel,farmers,4.844,3.922,0.922,-6.82,-3.283,2.906
24,Michael Kim,farmers,2.844,-4.742,7.586,11.817,3.131,-0.175
25,Kelly Kraft,farmers,2.844,0.648,2.196,-5.032,-0.674,-0.283
26,Charles Howell III,farmers,5.844,-0.168,6.012,-8.333,-2.652,-0.302
27,Derek Fathauer,farmers,-2.476,-6.124,3.649,-1.874,-0.543,-5.461
27,Andrew Loupe,farmers,-3.156,-2.479,-0.677,-3.842,-1.269,-1.603
29,Si Woo Kim,farmers,4.844,1.026,3.818,-6.206,-4.791,0.904
30,Hiroshi Iwata,farmers,3.844,2.216,1.628,9.87,4.722,3.281
31,Brandon Hagy,farmers,2.844,0.764,2.08,12.755,1.203,-2.385
32,Jim Herman,farmers,-0.156,4.176,-4.332,-6.348,-1.09,0.495
33,Tony Finau,farmers,5.524,3.745,1.78,-3.714,-7.448,3.787
34,Kyle Reifers,farmers,1.844,2.444,-0.6,1.602,-0.432,0.019
35,Greg Owen,farmers,-0.476,1.839,-2.314,-5.514,-2.967,-0.8
36,Jason Gore,farmers,4.524,2.909,1.616,-7.642,-3.424,2.855
37,Harold Varner III,farmers,-0.156,0.975,-1.131,-3.241,3.155,-1.335
38,Charley Hoffman,farmers,-0.476,3.42,-3.895,-5.456,-1.986,-0.258
38,Ryan Ruffels,farmers,1.844,1.869,-0.025,1.698,-3.542,0.632
38,J.J. Henry,farmers,1.844,1.786,0.058,-8.996,-2.45,2.113
41,Scott Brown,farmers,1.524,-1.968,3.493,13.575,10.953,0.25
42,Smylie Kaufman,farmers,4.524,8.854,-4.329,-4.526,-2.647,4.907
43,Danny Lee,farmers,0.844,3.058,-2.214,-6.466,-6.331,4.736
44,Chesson Hadley,farmers,2.524,2.343,0.182,0.789,-0.296,1.922
45,Harris English,farmers,2.844,0.7,2.144,4.075,3.197,0.889
46,Robert Streb,farmers,6.524,7.116,-0.591,-0.16,7.521,0.927
47,Henrik Norlander,farmers,1.844,-2.258,4.102,-3.019,-3.296,-0.58
47,Paul Dunne,farmers,7.524,1.098,6.427,-1.952,-1.312,0.434
49,Brendan Steele,farmers,-1.156,-0.539,-0.617,-9.852,-0.539,-1.267
50,Ollie Schniederjans,farmers,-0.156,-4.103,3.947,-7.7,-5.53,-1.992
51,Erik Compton,farmers,3.524,4.546,-1.021,-6.058,-2.435,1.919
52,Carlos Ortiz,farmers,-0.156,0.527,-0.683,-11.642,0.024,1.026
53,Chad Campbell,farmers,-1.476,-1.847,0.372,-6.938,-7.135,1.106
54,Hunter Mahan,farmers,1.524,5.163,-3.638,-5.803,-2.767,2.613
55,Rob Oppenheim,farmers,-0.156,-1.222,1.066,-8.553,-0.686,0.206
56,Robert Garrigus,farmers,2.524,5.355,-2.83,-0.121,6.64,-3.246
57,Michael Thompson,farmers,-2.156,-8.401,6.245,3.778,-2.296,-1.92
58,Graham DeLaet,farmers,-3.156,-1.73,-1.426,10.225,-0.266,-0.37
59,Ángel Cabrera,farmers,-3.156,-1.581,-1.575,-6.771,-3.873,-2.056
59,Jamie Lovemark,farmers,3.524,3.857,-0.332,8.263,0.341,1.115
61,Scott Stallings,farmers,1.844,1.246,0.598,-7.705,1.432,-1.446
62,Steve Marino,farmers,-5.156,-7.113,1.957,3.926,-0.626,-1.858
62,Bronson Burgoon,farmers,-3.476,-1.314,-2.161,-0.883,1.644,-0.849
64,Shane Bertsch,farmers,-3.476,-3.038,-0.437,-10.127,-4.49,0.459
65,Tyrone Van Aswegen,farmers,-0.156,-1.955,1.799,6.26,2.951,-1.444
66,Scott Piercy,farmers,-5.476,-2.267,-3.208,11.6,1.678,0.549
67,Adam Hadwin,farmers,-1.156,-5.259,4.103,6.188,-0.579,-2.275
68,James Hahn,farmers,-1.476,-1.126,-0.349,7.758,-4.71,3.534
69,John Senden,farmers,-5.476,-5.754,0.279,6.121,-1.846,-3.167
70,Martin Piller,farmers,-2.156,-2.544,0.388,-9.67,-3.176,-0.817
71,Brian Harman,farmers,-9.476,-6.8,-2.675,0.09,1.415,-1.369
1,Rickie Fowler,wmopen,13.906,11.423,2.483,0.881,6.194,4.349
2,Danny Lee,wmopen,10.906,7.405,3.501,1.43,3.891,2.085
3,Phil Mickelson,wmopen,7.906,7.306,0.6,3.104,3.827,0.376
4,Shane Lowry,wmopen,8.906,4.75,4.156,4.27,-1.219,1.7
5,Will Wilcox,wmopen,8.906,1.399,7.507,2.092,1.497,-2.189
6,John Huh,wmopen,8.906,4.091,4.815,1.753,4.818,-2.479
7,Boo Weekley,wmopen,9.906,10.169,-0.263,5.783,4.064,0.323
8,Bubba Watson,wmopen,6.906,10.84,-3.934,4.266,5.799,0.776
8,Hideki Matsuyama,wmopen,13.906,12.225,1.681,3.419,5.579,3.228
10,J.B. Holmes,wmopen,8.906,6.022,2.884,7.135,-1.637,0.525
11,Bryce Molder,wmopen,8.906,4.217,4.689,1.649,-1.583,4.152
12,Charles Howell III,wmopen,4.906,-0.136,5.042,-4.693,3.247,1.311
13,Zac Blair,wmopen,3.906,-1.659,5.565,-1.064,1.443,-2.037
14,James Hahn,wmopen,5.906,2.143,3.763,-3.033,0.366,4.811
15,Zach Johnson,wmopen,6.906,0.94,5.966,-1.714,2.625,0.03
16,Harris English,wmopen,11.906,7.527,4.379,-0.594,5.456,2.666
17,Chad Campbell,wmopen,5.906,4.87,1.036,-1.857,6.16,0.568
18,Jon Curran,wmopen,7.906,3.704,4.202,0.754,-1.893,4.844
19,Adam Hadwin,wmopen,5.906,1.719,4.187,3.324,-3.633,2.029
