RANK,NAME,EVENT,SG:T,SG:T2G,SG:P,SG:OTT,SG:APP,SG:ARG
43,Tony Finau,schwab,3.96,3.793,0.168,5.363,-2.906,1.336
45,Marc Leishman,schwab,2.96,2.436,0.525,1.435,3.675,-2.674
45,Chez Reavie,schwab,0.96,2.625,-1.664,1.417,2.399,-1.191
47,Michael Kim,schwab,1.96,0.839,1.122,2.086,-2.276,1.029
47,Dominic Bozzelli,schwab,-5.04,-6.373,1.334,-0.435,-4.559,-1.379
49,Michael Thompson,schwab,-1.04,-6.307,5.268,-2.299,-4.233,0.225
50,Xander Schauffele,schwab,0.96,1.191,-0.23,3.2,0.187,-2.196
51,Robert Streb,schwab,2.96,3.908,-0.947,0.448,1.322,2.138
51,Ben Martin,schwab,-1.04,-2.168,1.129,-2.403,-0.644,0.879
53,Ángel Cabrera,schwab,1.96,-2.123,4.084,1.043,-2.924,-0.242
54,Chad Campbell,schwab,2.96,1.58,1.381,0.727,-1.423,2.276
55,Brian Gay,schwab,2.96,5.89,-2.929,-0.854,2.703,4.041
56,Wesley Bryan,schwab,0.96,-3.052,4.013,-2.973,-0.157,0.078
57,Matt Jones,schwab,-3.04,-2.688,-0.351,0.314,-4.233,1.231
58,Ryan Moore,schwab,-4.04,-3.664,-0.375,0.784,-0.489,-3.959
59,Graham DeLaet,schwab,-1.04,0.771,-1.81,0.896,2.526,-2.651
60,Chris Kirk,schwab,-4.04,-1.286,-2.753,-4.236,0.745,2.205
61,Derek Fathauer,schwab,0.96,-1.797,2.758,-2.577,-0.892,1.672
62,Adam Hadwin,schwab,-0.04,-1.575,1.536,-1.32,0.269,-0.524
63,Nick Watney,schwab,-0.04,0.083,-0.122,-0.825,3.826,-2.918
63,Zach Johnson,schwab,-3.04,-4.997,1.958,1.913,-5.494,-1.416
65,David Hearn,schwab,-6.04,-2.764,-3.275,-1.387,-1.389,0.012
66,Chris Stroud,schwab,1.96,2.971,-1.01,-0.179,1.601,1.549
67,Scott Stallings,schwab,-3.04,-1.502,-1.537,-1.292,-2.75,2.54
68,Ryan Palmer,schwab,-6.04,-1.837,-4.202,0.65,-4.626,2.139
69,Geoff Ogilvy,schwab,-0.04,3.176,-3.215,-2.745,0.25,5.671
70,Patton Kizzire,schwab,-3.04,-1.173,-1.866,-5.58,3.125,1.282
71,Nick Taylor,schwab,-2.04,0.304,-2.343,-0.134,-0.126,0.564
72,Cameron Tringale,schwab,-8.04,-10.882,2.843,-3.794,-4.205,-2.883
1,Rickie Fowler,memorial,13.165,9.83,3.335,1.946,2.862,5.023
2,Jason Dufner,memorial,16.165,16.543,-0.378,2.853,10.683,3.008
3,Jamie Lovemark,memorial,10.165,10.499,-0.334,3.553,1.289,5.658
4,Anirban Lahiri,memorial,13.165,4.121,9.044,-1.563,7.686,-2.001
5,Marc Leishman,memorial,8.165,6.087,2.078,5.256,1.458,-0.626
6,Jason Day,memorial,8.165,5.477,2.688,1.372,-2.502,6.608
7,Brett Coletta,memorial,5.165,2.943,2.222,1.344,-2.531,4.131
8,Shane Lowry,memorial,8.165,4.744,3.421,3.739,0.969,0.037
9,Kyle Stanley,memorial,11.165,3.673,7.492,1.714,-1.581,3.541
10,Bubba Watson,memorial,11.165,7.024,4.141,3.935,1.698,1.392
11,Graham DeLaet,memorial,10.165,6.443,3.722,3.364,2.762,0.318
12,Daniel Summerhays,memorial,10.165,11.509,-1.344,0.638,8.804,2.068
13,Justin Thomas,memorial,12.165,6.108,6.057,-0.504,7.318,-0.705
14,Jordan Spieth,memorial,9.165,9.582,-0.417,1.888,6.518,1.177
15,Jonas Blixt,memorial,4.165,0.988,3.177,1.7,-3.721,3.01
15,Ross Fisher,memorial,6.165,8.333,-2.168,1.8,4.337,2.197
17,Tony Finau,memorial,2.165,2.495,-0.33,1.213,0.593,0.69
18,Kevin Kisner,memorial,11.165,7.822,3.343,0.712,8.007,-0.896
18,Kevin Streelman,memorial,9.165,1.142,8.023,1.835,-2.584,1.892
20,Peter Uihlein,memorial,5.165,4.89,0.275,5.492,-1.298,0.697
21,Byeong Hun An,memorial,5.165,5.023,0.142,-1.388,6.874,-0.462
22,David Lingmerth,memorial,8.165,7.758,0.407,-1.099,6.47,2.388
22,Brooks Koepka,memorial,4.165,5.668,-1.503,1.715,4.857,-0.903
24,Patrick Cantlay,memorial,3.165,7.518,-4.353,3.599,2.92,1
25,Jim Herman,memorial,7.165,1.655,5.51,0.103,-1.306,2.859
26,Hideki Matsuyama,memorial,1.165,3.115,-1.95,1.409,2.226,-0.519
27,Matt Kuchar,memorial,12.165,10.934,1.231,1.063,5.704,4.168
28,Grayson Murray,memorial,3.165,4.2,-1.035,2.78,1.489,-0.068
29,Phil Mickelson,memorial,6.165,11.731,-5.566,0.988,8.145,2.599
30,Harold Varner III,memorial,7.165,11.08,-3.915,1.345,8.836,0.9
31,James Hahn,memorial,11.165,5.172,5.993,-0.477,4.632,1.018
32,Charl Schwartzel,memorial,3.165,0.691,2.474,0.194,1.557,-1.059
33,Jason Kokrak,memorial,3.165,4.014,-0.849,0.683,1.11,2.222
34,Emiliano Grillo,memorial,2.165,0.131,2.034,0.203,0.558,-0.629
34,Ben Martin,memorial,3.165,-2.79,5.955,0.686,-2.737,-0.738
34,Steve Stricker,memorial,2.165,1.644,0.521,0.86,-0.616,1.401
37,Stewart Cink,memorial,5.165,3.906,1.259,-0.33,3.583,0.654
38,Gary Woodland,memorial,0.165,2.613,-2.448,-0.475,1.137,1.952
39,Greg Chalmers,memorial,-0.835,-9.719,8.884,-0.825,-8.932,0.039
40,Adam Scott,memorial,4.165,2.209,1.956,-0.972,2.607,0.575
40,Bud Cauley,memorial,5.165,7.439,-2.274,1.71,5.367,0.363
42,Bill Haas,memorial,5.165,3.872,1.293,1.876,2.183,-0.186
43,Lucas Glover,memorial,1.165,-0.532,1.697,2.304,-1.21,-1.625
44,C.T. Pan,memorial,2.165,4.024,-1.859,0.559,3.73,-0.264
45,Kevin Chappell,memorial,-0.835,0.896,-1.731,3.529,-2.972,0.34
46,Ricky Barnes,memorial,6.165,1.392,4.773,-4.435,4.528,1.3
47,Martin Laird,memorial,-0.835,-2.549,1.714,1.265,-1.264,-2.549
48,Mackenzie Hughes,memorial,1.165,0.823,0.342,0.619,2.979,-2.774
49,Russell Knox,memorial,-3.835,-7.337,3.502,-4.014,-3.462,0.14
50,Pat Perez,memorial,7.165,9.69,-2.525,0.85,3.863,4.978
51,Zach Johnson,memorial,2.165,6.266,-4.101,-1.226,1.622,5.871
51,Sean O'Hair,memorial,-0.835,-0.034,-0.801,-1.362,-0.287,1.616
53,Danny Lee,memorial,0.165,-3.317,3.482,0.74,-2.587,-1.469
54,D.A. Points,memorial,-1.835,2.356,-4.191,0.122,2.386,-0.151
55,William McGirt,memorial,-4.835,-4.545,-0.29,-0.817,-3.55,-0.177
56,Sam Saunders,memorial,-1.835,-1.381,-0.454,-0.029,-0.35,-1.001
57,Søren Kjeldsen,memorial,-5.835,-3.407,-2.428,-0.733,2.354,-5.027
58,Padraig Harrington,memorial,4.165,1.134,3.031,-0.084,-3.157,4.376
58,Webb Simpson,memorial,-4.835,-1.246,-3.589,-0.741,-2.899,2.395
60,Cameron Smith,memorial,-3.835,-1.373,-2.462,0.954,1.341,-3.667
61,Vaughn Taylor,memorial,-7.835,-8.23,0.395,-4.406,-4.512,0.689
62,Rod Pampling,memorial,-1.835,1.483,-3.318,0.575,-2.003,2.912
63,Patrick Reed,memorial,-1.835,1.78,-3.615,3.711,1.993,-3.923
64,Brian Stuard,memorial,-0.835,-5.753,4.918,-3.469,0.408,-2.691
64,Nick Taylor,memorial,0.165,2.335,-2.17,0.103,4.434,-2.201
66,Curtis Luck,memorial,-7.835,-9.018,1.183,-1.565,-3.249,-4.203
67,Brendan Steele,memorial,-1.835,-1.553,-0.282,0.232,-1.862,0.078
68,Zac Blair,memorial,-2.835,-4.237,1.402,-2.615,-3.294,1.673
69,K.J. Choi,memorial,-4.835,-7.027,2.192,-1.675,-9.53,4.179
70,Charley Hoffman,memorial,1.165,1.197,-0.032,2.229,-1.289,0.258
71,Sung Kang,memorial,-9.835,-5.569,-4.266,-1.305,0.848,-5.111
72,Matthew Griffin,memorial,-14.835,-14.236,-0.599,-2.141,-9.076,-3.018
73,Patrick Rodgers,memorial,-4.835,-5.375,0.54,-2.549,-2.865,0.04
74,Alex Cejka,memorial,-1.835,3.394,-5.229,-2.074,3.015,2.454
75,Ollie Schniederjans,memorial,-5.835,-1.846,-3.989,-4.407,-0.759,3.321
76,Camilo Villegas,memorial,-2.835,-3.681,0.846,-2.717,1.257,-2.22
1,Phil Mickelson,stjude,9.56,6.955,2.605,0.055,5.97,0.93
2,Charl Schwartzel,stjude,11.56,4.518,7.042,0.681,3.141,0.696
3,Daniel Berger,stjude,12.56,12.187,0.373,4.601,4.92,2.666
4,Rafa Cabrera Bello,stjude,10.56,3.863,6.697,2.234,1.345,0.284
5,Kevin Chappell,stjude,10.56,8.128,2.432,1.464,7.099,-0.435
6,Adam Scott,stjude,8.56,11.445,-2.885,5.309,6.216,-0.08
7,Kyle Stanley,stjude,5.56,7.232,-1.672,2.817,5.189,-0.774
8,Grayson Murray,stjude,7.56,6.431,1.129,2.639,0.247,3.545
8,Will MacKenzie,stjude,1.56,1.532,0.028,2.33,1.096,-1.894
10,Luke List,stjude,7.56,11.152,-3.592,1.274,7.364,2.514
11,Matt Jones,stjude,7.56,5.169,2.391,2.525,0.11,2.534
11,Whee Kim,stjude,11.56,3.302,8.258,1.404,3.566,-1.668
13,Graeme McDowell,stjude,5.56,2.198,3.362,-1.383,2.468,1.113
14,David Hearn,stjude,8.56,6.282,2.278,2.517,3.203,0.562
15,Trey Mullinax,stjude,7.56,5.559,2.001,2.356,4.974,-1.771
16,Chez Reavie,stjude,10.56,8.415,2.145,1.691,7.042,-0.318
17,Brooks Koepka,stjude,3.56,-0.28,3.84,4.607,-5.036,0.149
18,Braden Thornberry,stjude,10.56,2.183,8.377,-0.642,0.285,2.54
19,Harris English,stjude,8.56,7.735,0.825,-3.324,8.687,2.372
19,Billy Horschel,stjude,10.56,6.06,4.5,1.357,4.774,-0.071
21,Stewart Cink,stjude,8.56,1.16,7.4,0.619,0.844,-0.303
22,Ben Crane,stjude,8.56,6.747,1.813,1.124,6.575,-0.952
23,Francesco Molinari,stjude,6.56,6.647,-0.087,2.353,3.555,0.739
24,Fabián Gómez,stjude,7.56,4.631,2.929,2.115,1.9,0.616
25,Chad Campbell,stjude,8.56,7.501,1.059,4.473,1.962,1.066
26,Xander Schauffele,stjude,1.56,-0.15,1.71,2.804,0.933,-3.887
27,Julián Etulain,stjude,6.56,-0.536,7.096,-1.531,-3.438,4.433
28,Matt Every,stjude,5.56,-0.206,5.766,2.138,-2.171,-0.173
29,Steve Wheatcroft,stjude,8.56,-0.357,8.917,1.527,-2.376,0.492
30,Tyrone Van Aswegen,stjude,4.56,0.091,4.469,-0.263,1.213,-0.859
31,Ben Martin,stjude,0.56,0.915,-0.355,-2.12,4.882,-1.847
31,Danny Lee,stjude,2.56,-1.017,3.577,0.156,-2.336,1.163
33,J.B. Holmes,stjude,1.56,1.312,0.248,2.627,-3.378,2.063
34,Robert Streb,stjude,4.56,-1.118,5.678,-2.166,1.832,-0.784
35,Brandon Hagy,stjude,4.56,2.236,2.324,3.452,-1.153,-0.063
36,Ian Poulter,stjude,4.56,10.466,-5.906,2.261,3.159,5.046
37,Derek Fathauer,stjude,6.56,6.818,-0.258,0.35,3.13,3.338
37,Michael Thompson,stjude,0.56,-2.473,3.033,-5.304,3.102,-0.271
39,Dominic Bozzelli,stjude,8.56,8.162,0.398,-0.835,3.918,5.079
40,Scott Stallings,stjude,3.56,3.587,-0.027,1.631,3.916,-1.96
41,Andres Gonzales,stjude,3.56,1.125,2.435,0.546,-1.699,2.278
42,Michael Putnam,stjude,3.56,5.602,-2.042,2.404,3.058,0.14
43,Seamus Power,stjude,5.56,3.71,1.85,0.581,3.281,-0.152
44,K.J. Choi,stjude,2.56,0.48,2.08,0.889,-2.006,1.597
45,Sebastián Muñoz,stjude,0.56,1.482,-0.922,3.115,-0.276,-1.357
46,Scott Brown,stjude,1.56,-5.876,7.436,2.706,-2.469,-6.113
47,Rick Lamb,stjude,-6.44,-4.419,-2.021,2.812,0.381,-7.612
47,Brian Campbell,stjude,3.56,2.723,0.837,1.679,-0.31,1.354
49,Spencer Levin,stjude,3.56,3.699,-0.139,-0.27,5.423,-1.454
50,Will Wilcox,stjude,1.56,3.596,-2.036,2.137,1.547,-0.088
51,Ernie Els,stjude,0.56,-1.36,1.92,-3.211,0.412,1.439
52,Retief Goosen,stjude,2.56,2.042,0.518,3.102,-1.824,0.764
53,Kyle Reifers,stjude,4.56,1.343,3.217,2.276,-1.593,0.66
54,Zac Blair,stjude,1.56,6.462,-4.902,1.214,1.623,3.625
55,Joel Dahmen,stjude,7.56,8.508,-0.948,1.697,4.138,2.673
56,Roberto Castro,stjude,-0.44,-1.408,0.968,-4.41,2.468,0.534
56,Cameron Tringale,stjude,3.56,2.011,1.549,-2.819,2.569,2.261
58,Kevin Tway,stjude,4.56,2.091,2.469,0.5,2.227,-0.636
59,Russell Knox,stjude,3.56,9.12,-5.56,1.99,4.749,2.381
60,Seung-Yul Noh,stjude,3.56,-1.855,5.415,-5.042,-2.72,5.907
60,Ryan Brehm,stjude,3.56,3.009,0.551,1.37,1.024,0.615
62,Alex Cejka,stjude,1.56,1.417,0.143,3.012,-2.297,0.702
63,Greg Owen,stjude,1.56,1.856,-0.296,-0.048,-0.433,2.337
64,Chris Stroud,stjude,-0.44,-0.607,0.167,-1.992,2.249,-0.864
65,Mark Hubbard,stjude,2.56,1.426,1.134,-0.837,5.039,-2.776
66,Brett Drewitt,stjude,0.56,2.553,-1.993,1.208,-0.456,1.801
67,Ryan Armour,stjude,2.56,5.274,-2.714,1.232,2.228,1.814
68,Nick Watney,stjude,-2.44,-0.207,-2.233,-1.529,2.802,-1.48
69,Steven Alker,stjude,-2.44,0.234,-2.674,1.296,-3.166,2.104
70,Tag Ridings,stjude,-2.44,-2.796,0.356,1.702,-3.002,-1.496
71,John Huh,stjude,-1.44,3.727,-5.167,-0.362,-1.389,5.478
1,Brooks Koepka,usopen,20.552,13.412,7.14,5.774,7.362,0.276
2,Charley Hoffman,usopen,13.552,9.355,4.197,2.741,7.314,-0.7
3,Xander Schauffele,usopen,14.552,8.745,5.807,3.664,5.772,-0.691
4,Trey Mullinax,usopen,12.552,13.474,-0.922,5.572,6.162,1.74
5,Tommy Fleetwood,usopen,15.552,8.749,6.803,2.232,3.041,3.476
6,Brian Harman,usopen,16.552,11.537,5.015,-1.142,8.446,4.233
7,Kevin Chappell,usopen,7.552,4.825,2.727,3.534,-0.17,1.461
8,Hideki Matsuyama,usopen,16.552,14.361,2.191,3.113,6.709,4.539
9,Jim Furyk,usopen,7.552,2.836,4.716,-5.372,7.824,0.384
10,J.B. Holmes,usopen,11.552,6.901,4.651,4.892,-0.348,2.357
11,Paul Casey,usopen,6.552,6.393,0.159,0.196,8.029,-1.832
12,Matt Kuchar,usopen,9.552,3.219,6.333,-4.423,4.606,3.036
13,Brandt Snedeker,usopen,12.552,3.658,8.894,-3.045,6.896,-0.193
14,Brendan Steele,usopen,10.552,3.472,7.08,-0.394,3.091,0.775
14,Chez Reavie,usopen,9.552,5.838,3.714,-2.825,5.206,3.457
16,Rickie Fowler,usopen,14.552,8.781,5.771,-0.168,3.609,5.34
17,Louis Oosthuizen,usopen,7.552,1.154,6.398,0.81,3.035,-2.691
18,Justin Thomas,usopen,12.552,9.728,2.824,3.499,3.778,2.451
19,Sergio Garcia,usopen,8.552,6.455,2.097,2.652,4.266,-0.463
20,Bill Haas,usopen,14.552,10.906,3.646,0.916,4.622,5.368
21,Si Woo Kim,usopen,10.552,9.331,1.221,1.241,6.805,1.285
22,David Lingmerth,usopen,8.552,5.557,2.995,0.647,6.628,-1.718
23,Steve Stricker,usopen,9.552,4.677,4.875,-3.4,3.435,4.642
24,Kevin Na,usopen,4.552,-5.539,10.091,-4.533,-0.197,-0.809
25,Jamie Lovemark,usopen,5.552,4.106,1.446,2.715,1.638,-0.247
26,Eddie Pepperell,usopen,9.552,6.708,2.844,-0.089,8.453,-1.656
27,Bernd Wiesberger,usopen,9.552,8.855,0.697,-1.523,7.562,2.816
28,Russell Henley,usopen,5.552,2.583,2.969,0.59,2.945,-0.952
29,Martin Laird,usopen,4.552,1.387,3.165,2.361,-5.215,4.241
29,Michael Putnam,usopen,3.552,3.418,0.134,4.434,-1.975,0.959
31,Harris English,usopen,1.552,-0.08,1.632,2.08,-2.127,-0.033
31,Brandon Stone,usopen,3.552,-1.892,5.444,4.156,-4.117,-1.931
33,Patrick Reed,usopen,10.552,4.987,5.565,-0.68,-0.589,6.256
34,Cameron Champ,usopen,4.552,4.394,0.158,7.919,-3.647,0.122
35,Stewart Cink,usopen,1.552,4.372,-2.82,0.662,4.705,-0.995
36,Satoshi Kodaira,usopen,1.552,-1.451,3.003,-3.804,5.838,-3.485
37,Rafa Cabrera Bello,usopen,2.552,2.428,0.124,-2.011,2.192,2.247
38,Matthew Fitzpatrick,usopen,3.552,-0.38,3.932,-5.264,4.479,0.405
39,Webb Simpson,usopen,3.552,5.008,-1.456,-3.21,1.432,6.786
40,Jason Kokrak,usopen,-1.448,-6.639,5.191,1.864,-4.524,-3.979
40,Scottie Scheffler,usopen,5.552,4.758,0.794,1.572,3.854,-0.668
42,Andrew Johnston,usopen,2.552,0.436,2.116,0.551,-2.415,2.3
43,Jonathan Randolph,usopen,2.552,0.798,1.754,-0.309,-1.248,2.355
44,Martin Kaymer,usopen,3.552,4.393,-0.841,0.675,-0.549,4.267
44,Zach Johnson,usopen,5.552,3.777,1.775,-1.882,3.769,1.89
46,Kevin Kisner,usopen,-3.448,-0.162,-3.286,-0.213,-0.352,0.403
47,Ryan Brehm,usopen,-1.448,0.427,-1.875,3.34,-1.941,-0.972
47,Jordan Spieth,usopen,3.552,6.384,-2.832,3.052,-0.69,4.022
49,Kevin Dougherty,usopen,-5.448,-2.649,-2.799,3.605,-2.329,-3.925
49,Daniel Summerhays,usopen,-7.448,-1.246,-6.202,-3.446,4.539,-2.339
51,Gary Woodland,usopen,0.552,3.463,-2.911,1.265,2.023,0.175
52,Lee Westwood,usopen,-2.448,2.941,-5.389,0.339,1.185,1.417
53,Jack Maguire,usopen,2.552,1.665,0.887,3.877,-4.607,2.395
54,Shane Lowry,usopen,1.552,1.913,-0.361,1.405,1.492,-0.984
54,Branden Grace,usopen,0.552,3.144,-2.592,-0.087,1.745,1.486
56,Whee Kim,usopen,0.552,-0.472,1.024,-2.933,1.311,1.15
57,Marc Leishman,usopen,5.552,3.925,1.627,1.212,0.83,1.883
58,Keegan Bradley,usopen,-4.448,1.074,-5.522,2.48,-1.77,0.364
59,Jordan Niebrugge,usopen,3.552,2.391,1.161,1.212,-3.743,4.922
60,Haotong Li,usopen,-17.448,-12.142,-5.306,0.003,-7.356,-4.789
61,Ernie Els,usopen,-2.448,-7.847,5.399,-3.676,-1.739,-2.432
62,Tyler Light,usopen,-10.448,-11.98,1.532,2.731,-9.91,-4.801
63,Thomas Aiken,usopen,-3.448,-6.219,2.771,-2.294,-1.698,-2.227
64,Talor Gooch,usopen,-8.448,-13.533,5.085,-4.152,-6.185,-3.196
65,Adam Hadwin,usopen,-4.448,-1.5,-2.948,-0.449,-0.725,-0.326
66,William McGirt,usopen,-2.448,-1.878,-0.57,-1.438,-1.872,1.432
67,Yusaku Miyazato,usopen,-4.448,-2.061,-2.387,-2.133,0.513,-0.441
68,Stephan Jaeger,usopen,-4.448,-8.083,3.635,-1.07,-5.154,-1.859
1,Grayson Murray,travelers,5.279,-0.001,5.28,0.994,0.444,-1.438
2,Danny Lee,travelers,10.279,4.097,6.182,2.539,1.52,0.039
3,Troy Merritt,travelers,8.279,4.336,3.943,0.45,3.895,-0.008
4,Patrick Reed,travelers,9.279,6.665,2.614,4.739,1.633,0.294
4,Rick Lamb,travelers,6.279,9.92,-3.641,7.891,-0.104,2.134
6,Mackenzie Hughes,travelers,6.279,-2.879,9.158,0.742,-4.321,0.701
7,Paul Casey,travelers,9.279,9.775,-0.496,7.116,-0.649,3.309
8,Smylie Kaufman,travelers,4.279,2.629,1.65,0.91,1.518,0.202
9,Keegan Bradley,travelers,8.279,5.212,3.067,3.59,0.421,1.202
10,David Hearn,travelers,8.279,3.793,4.486,1.225,1.798,0.771
11,Jordan Spieth,travelers,12.279,9.985,2.294,-1.02,4.98,6.026
12,Emiliano Grillo,travelers,3.279,6.406,-3.127,3.86,4.438,-1.891
13,Hunter Mahan,travelers,6.279,2.796,3.483,1.494,-0.077,1.38
14,Boo Weekley,travelers,9.279,9.117,0.162,3.622,2.103,3.393
15,Charley Hoffman,travelers,10.279,3.599,6.68,-0.227,-1.765,5.592
16,Xander Schauffele,travelers,7.279,2.975,4.304,3.25,-2.006,1.732
17,Anirban Lahiri,travelers,6.279,2.407,3.872,3.557,-1.362,0.213
18,Rory McIlroy,travelers,6.279,9.951,-3.672,6.979,0.938,2.035
19,Will MacKenzie,travelers,6.279,4.009,2.27,0.208,1.26,2.542
20,Ryan Brehm,travelers,4.279,-2.446,6.725,-2.57,-0.581,0.706
21,Kevin Streelman,travelers,8.279,2.273,6.006,-0.35,1.46,1.164
22,Tony Finau,travelers,6.279,4.686,1.593,1.664,1.372,1.651
23,Brendan Steele,travelers,7.279,6.159,1.12,3.348,2.101,0.711
24,Tim Wilkinson,travelers,3.279,4.303,-1.024,2.712,-0.72,2.312
25,Daniel Berger,travelers,12.279,7.864,4.415,0.215,6.854,0.796
26,Brett Stegmaier,travelers,5.279,3.41,1.869,1.363,0.196,1.852
26,Chez Reavie,travelers,3.279,3.329,-0.05,1.79,3.514,-1.974
28,Brian Harman,travelers,4.279,-0.668,4.947,-5.339,2.847,1.825
29,Jason Kokrak,travelers,5.279,8.418,-3.139,0.163,6.678,1.578
30,Hudson Swafford,travelers,-0.721,-6.374,5.653,0.228,-3.473,-3.128
31,David Lingmerth,travelers,5.279,-0.441,5.72,4.258,-5.338,0.64
32,Matt Every,travelers,4.279,-2.664,6.943,-5.379,1.796,0.92
33,Webb Simpson,travelers,8.279,5.729,2.55,2.526,-1.588,4.792
34,Chase Seiffert,travelers,3.279,1.504,1.775,-1.172,4.334,-1.657
35,Bryson DeChambeau,travelers,5.279,3.963,1.316,1.302,-1.373,4.035
36,Graham DeLaet,travelers,5.279,3.201,2.078,0.065,3.952,-0.815
37,Tom Hoge,travelers,4.279,2.783,1.496,-1.049,6.154,-2.321
37,Bud Cauley,travelers,4.279,7.343,-3.064,3.31,3.437,0.597
39,Jonas Blixt,travelers,0.279,-5.21,5.489,-0.903,-1.597,-2.709
40,Jim Furyk,travelers,5.279,3.708,1.571,0.08,2.224,1.405
41,Morgan Hoffmann,travelers,5.279,4.11,1.169,5.509,-3.883,2.485
42,Daniel Summerhays,travelers,3.279,3.905,-0.626,1.914,-0.192,2.184
42,Johnson Wagner,travelers,3.279,-1.604,4.883,-1.923,0.124,0.196
44,Padraig Harrington,travelers,6.279,1.443,4.836,1.402,-2.726,2.768
45,William McGirt,travelers,3.279,4.29,-1.011,2.141,1.749,0.401
46,Brandt Snedeker,travelers,7.279,9.469,-2.19,-3.857,7.052,6.275
47,Joel Dahmen,travelers,0.279,-0.902,1.181,3.512,0.512,-4.925
48,Patrick Rodgers,travelers,4.279,1.841,2.438,-0.899,-1.599,4.34
48,Brad Fritsch,travelers,3.279,5.135,-1.856,-1.406,3.244,3.298
50,Vaughn Taylor,travelers,1.279,1.279,0,1.638,1.535,-1.893
50,Ricky Barnes,travelers,4.279,0.804,3.475,-2.043,2.122,0.726
52,Marc Leishman,travelers,6.279,7.026,-0.747,-0.387,6.921,0.493
53,Ryan Palmer,travelers,2.279,6.257,-3.978,3.067,3.925,-0.734
54,Greg Chalmers,travelers,-0.721,-6.98,6.259,-2.402,-5.351,0.774
55,C.T. Pan,travelers,8.279,2.731,5.548,1.361,4.48,-3.109
56,Retief Goosen,travelers,0.279,1.036,-0.757,-0.644,3.834,-2.153
57,Fabián Gómez,travelers,2.279,0.149,2.13,-0.388,2.056,-1.518
58,J.J. Henry,travelers,-1.721,3.612,-5.333,1.595,0.487,1.531
58,Patton Kizzire,travelers,2.279,4.688,-2.409,0.775,5.934,-2.02
60,Kevin Tway,travelers,3.279,8.179,-4.9,1.368,4.534,2.278
60,Bryce Molder,travelers,5.279,-2.633,7.912,-4.4,-0.028,1.796
62,Beau Hossler,travelers,2.279,-4.963,7.242,-2.276,-1.18,-1.506
63,Byeong Hun An,travelers,-0.721,3.297,-4.018,2.504,0.274,0.52
64,Nick Watney,travelers,-2.721,-4.989,2.268,-2.902,1.746,-3.832
65,Rod Pampling,travelers,-1.721,2.989,-4.71,-0.845,2.416,1.419
65,Michael Kim,travelers,-1.721,1.394,-3.115,-2.9,-0.456,4.751
67,Wesley Bryan,travelers,-4.721,-5.653,0.932,-4.628,-1.629,0.605
68,Mark Hubbard,travelers,3.279,0.983,2.296,0.961,3.404,-3.381
69,Adam Hadwin,travelers,1.279,-1.38,2.659,-1.228,-0.254,0.103
69,Kyle Stanley,travelers,1.279,-0.31,1.589,1.196,1.497,-3.002
71,Geoff Ogilvy,travelers,-1.721,-1.245,-0.476,-1.641,-3.388,3.785
72,Robert Streb,travelers,1.279,-0.376,1.655,0.926,-2.252,0.951
73,Russell Knox,travelers,0.279,1.167,-0.888,1.645,2.53,-3.007
74,Kevin Na,travelers,1.279,-0.068,1.347,-3.502,4.544,-1.109
1,Kyle Stanley,quickenloans,12.475,13.579,-1.104,5.858,6.82,0.902
2,Bryson DeChambeau,quickenloans,7.475,11.262,-3.787,5.679,4.847,0.737
3,Nick Watney,quickenloans,8.475,7.864,0.611,-0.94,6.272,2.533
4,Marc Leishman,quickenloans,9.475,4.859,4.616,-0.044,0.732,4.172
5,Keegan Bradley,quickenloans,9.475,11.755,-2.28,4.465,4.912,2.379
6,Martin Laird,quickenloans,10.475,6.662,3.813,0.996,4.871,0.796
7,David Lingmerth,quickenloans,9.475,7.893,1.582,1.546,3.577,2.771
8,Ben Martin,quickenloans,9.475,6.329,3.146,2.257,4.503,-0.43
9,Rickie Fowler,quickenloans,10.475,4.936,5.539,1.658,5.114,-1.835
10,Charles Howell III,quickenloans,12.475,8.402,4.073,2.039,4.572,1.792
11,Bill Haas,quickenloans,8.475,5.121,3.354,0.262,1.234,3.626
12,Jason Gore,quickenloans,8.475,9.987,-1.512,5.561,5.568,-1.141
13,Byeong Hun An,quickenloans,4.475,1.955,2.52,3.088,0.424,-1.556
14,Geoff Ogilvy,quickenloans,8.475,6.222,2.253,4.949,0.404,0.87
14,Daniel Summerhays,quickenloans,7.475,7.016,0.459,1.827,4.43,0.76
14,Johnson Wagner,quickenloans,9.475,4.866,4.609,3.416,0.561,0.89
14,Billy Horschel,quickenloans,5.475,4.928,0.547,3.04,3.1,-1.211
18,Kevin Streelman,quickenloans,7.475,7.164,0.311,2.835,2.667,1.663
19,Sung Kang,quickenloans,9.475,7.09,2.385,1.114,4.69,1.287
20,Curtis Luck,quickenloans,9.475,4.582,4.893,1.081,-0.524,4.026
21,Xander Schauffele,quickenloans,3.475,1.537,1.938,0.194,2.277,-0.933
22,Spencer Levin,quickenloans,9.475,4.173,5.302,5.06,1.006,-1.892
23,Tony Finau,quickenloans,4.475,3.541,0.934,3.166,0.164,0.212
24,Robert Garrigus,quickenloans,4.475,-1.725,6.2,-0.869,0.313,-1.168
25,Patrick Rodgers,quickenloans,6.475,1.326,5.149,2.434,-2.419,1.312
26,Jason Kokrak,quickenloans,5.475,8.214,-2.739,3.105,6.33,-1.22
